State and County,FIPS,Longitude,Latitude,Population(2010),Total Area mi²
ND Towner County,38095,-99.248158,48.682183,"2,246","1,041.480"
ND Traill County,38097,-97.164754,47.446215,"8,121",862.514
ND Walsh County,38099,-97.72223,48.376979,"11,119","1,294.095"
ND Ward County,38101,-101.540537,48.216686,"61,675","2,055.959"
ND Wells County,38103,-99.671502,47.580851,"4,207","1,290.373"
ND Williams County,38105,-103.4874,48.345867,"22,398","2,147.873"
OH Adams County,39001,-83.474173,38.841681,"28,550",586.248
OH Allen County,39003,-84.106546,40.771528,"106,331",406.849
OH Ashland County,39005,-82.270121,40.843274,"53,139",426.799
OH Ashtabula County,39007,-80.745641,41.906644,"101,497","1,367.902"
OH Athens County,39009,-82.046008,39.333848,"64,757",508.441
OH Auglaize County,39011,-84.224018,40.561309,"45,949",401.905
OH Belmont County,39013,-80.967727,40.017682,"70,400",541.274
OH Brown County,39015,-83.866772,38.931377,"44,846",493.452
OH Butler County,39017,-84.565397,39.439915,"368,130",470.133
OH Carroll County,39019,-81.090787,40.579884,"28,836",398.931
OH Champaign County,39021,-83.767543,40.132759,"40,097",429.833
OH Clark County,39023,-83.783676,39.917032,"138,333",402.527
OH Clermont County,39025,-84.149614,39.052084,"197,363",459.766
OH Clinton County,39027,-83.814542,39.414041,"42,040",412.294
OH Columbiana County,39029,-80.777231,40.768462,"107,841",534.688
OH Coshocton County,39031,-81.930112,40.29672,"36,901",567.482
OH Crawford County,39033,-82.924771,40.848508,"43,784",402.697
OH Cuyahoga County,39035,-81.724217,41.760392,"1,280,122","1,245.587"
OH Darke County,39037,-84.620438,40.132176,"52,959",599.757
OH Defiance County,39039,-84.486433,41.321679,"39,037",414.190
OH Delaware County,39041,-83.007462,40.278941,"174,214",457.329
OH Erie County,39043,-82.525897,41.554006,"77,079",625.987
OH Fairfield County,39045,-82.628276,39.752935,"146,156",508.561
OH Fayette County,39047,-83.459327,39.553845,"29,030",407.015
OH Franklin County,39049,-83.008258,39.969447,"1,163,414",543.508
OH Fulton County,39051,-84.124267,41.597264,"42,698",407.227
OH Gallia County,39053,-82.301746,38.817046,"30,934",471.196
OH Geauga County,39055,-81.173505,41.499322,"93,389",408.293
OH Greene County,39057,-83.894894,39.687479,"161,573",416.255
OH Guernsey County,39059,-81.497875,40.056665,"40,087",528.303
OH Hamilton County,39061,-84.544187,39.196927,"802,374",412.631
OH Hancock County,39063,-83.666034,41.000471,"74,782",533.659
OH Hardin County,39065,-83.664077,40.660415,"32,058",470.648
OH Harrison County,39067,-81.091565,40.292318,"15,864",410.767
OH Henry County,39069,-84.065882,41.335072,"28,215",419.750
OH Highland County,39071,-83.603668,39.184488,"43,589",557.793
OH Hocking County,39073,-82.483445,39.490343,"29,380",423.628
OH Holmes County,39075,-81.929869,40.565309,"42,366",423.979
OH Huron County,39077,-82.594641,41.14508,"59,626",494.822
OH Jackson County,39079,-82.614142,39.013477,"33,225",421.534
OH Jefferson County,39081,-80.76141,40.399188,"69,709",410.953
OH Knox County,39083,-82.422393,40.40362,"60,921",529.633
OH Lake County,39085,-81.392643,41.924116,"230,041",979.198
OH Lawrence County,39087,-82.517186,38.603866,"62,450",457.275
OH Licking County,39089,-82.481251,40.093609,"166,492",687.491
OH Logan County,39091,-83.766343,40.387553,"45,858",466.772
OH Lorain County,39093,-82.179722,41.438805,"301,356",923.331
OH Lucas County,39095,-83.468867,41.682321,"441,815",595.877
OH Madison County,39097,-83.400885,39.896607,"43,435",466.630
OH Mahoning County,39099,-80.770396,41.01088,"238,823",425.286
OH Marion County,39101,-83.172927,40.588208,"66,501",404.108
OH Medina County,39103,-81.899566,41.116051,"172,332",423.016
OH Meigs County,39105,-82.028397,39.089807,"23,770",433.001
OH Mercer County,39107,-84.632059,40.535333,"40,814",473.425
OH Miami County,39109,-84.228414,40.053326,"102,506",409.656
OH Monroe County,39111,-81.090658,39.725969,"14,642",457.458
OH Montgomery County,39113,-84.290546,39.755218,"535,153",464.335
OH Morgan County,39115,-81.861699,39.624946,"15,054",421.783
OH Morrow County,39117,-82.797729,40.525266,"34,827",407.222
OH Muskingum County,39119,-81.943506,39.966046,"86,074",672.583
OH Noble County,39121,-81.452604,39.767232,"14,645",404.570
OH Ottawa County,39123,-83.009253,41.544467,"41,428",585.063
OH Paulding County,39125,-84.576967,41.119141,"19,614",418.848
OH Perry County,39127,-82.237953,39.743187,"36,058",412.486
OH Pickaway County,39129,-83.052827,39.648947,"55,698",506.552
OH Pike County,39131,-83.052921,39.071365,"28,709",443.976
OH Portage County,39133,-81.196932,41.16864,"161,419",504.064
OH Preble County,39135,-84.645358,39.737906,"42,270",426.462
OH Putnam County,39137,-84.129879,41.024533,"34,499",484.300
OH Richland County,39139,-82.542715,40.774167,"124,475",500.078
OH Ross County,39141,-83.059585,39.323763,"78,064",693.025
OH Sandusky County,39143,-83.142735,41.355291,"60,944",417.707
OH Scioto County,39145,-82.999028,38.815019,"79,499",616.148
OH Seneca County,39147,-83.127436,41.120008,"56,745",552.793
OH Shelby County,39149,-84.204143,40.33668,"49,423",410.692
OH Stark County,39151,-81.365667,40.814131,"375,586",580.533
OH Summit County,39153,-81.534936,41.121851,"541,781",420.055
OH Trumbull County,39155,-80.767656,41.308936,"210,312",636.568
OH Tuscarawas County,39157,-81.471157,40.447441,"92,582",571.451
OH Union County,39159,-83.367042,40.295901,"52,300",436.872
OH Van Wert County,39161,-84.585775,40.85552,"28,744",410.425
OH Vinton County,39163,-82.485961,39.252014,"13,435",414.978
OH Warren County,39165,-84.169906,39.425652,"212,693",407.313
OH Washington County,39167,-81.490653,39.450684,"61,778",639.997
OH Wayne County,39169,-81.887194,40.829661,"114,520",556.817
OH Williams County,39171,-84.584323,41.564958,"37,642",423.091
OH Wood County,39173,-83.622682,41.360183,"125,488",620.491
OH Wyandot County,39175,-83.313172,40.840122,"22,615",407.554
OK Adair County,40001,-94.651671,35.8975,"22,683",577.053
OK Alfalfa County,40003,-98.323445,36.729703,"5,642",881.338
OK Atoka County,40005,-96.034705,34.374813,"14,182",989.912
OK Beaver County,40007,-100.483056,36.748334,"5,636","1,817.509"
OK Beckham County,40009,-99.671638,35.273945,"22,119",903.939
OK Blaine County,40011,-98.428934,35.877782,"11,943",938.792
OK Bryan County,40013,-96.264137,33.964004,"42,416",943.942
OK Caddo County,40015,-98.381045,35.16792,"29,600","1,290.189"
OK Canadian County,40017,-97.979836,35.543416,"115,541",905.601
OK Carter County,40019,-97.287927,34.251848,"47,557",833.764
OK Cherokee County,40021,-94.996796,35.904367,"46,987",776.291
OK Choctaw County,40023,-95.554208,34.027645,"15,205",799.572
OK Cimarron County,40025,-102.508735,36.755276,"2,475","1,840.886"
OK Cleveland County,40027,-97.328332,35.203117,"255,755",558.086
OK Coal County,40029,-96.288039,34.582861,"5,925",521.346
OK Comanche County,40031,-98.476597,34.662628,"124,098","1,083.704"
OK Cotton County,40033,-98.373438,34.290676,"6,193",641.957
OK Craig County,40035,-95.201553,36.76389,"15,029",762.782
OK Creek County,40037,-96.379793,35.907732,"69,967",969.825
OK Custer County,40039,-98.997386,35.645601,"27,469","1,002.069"
OK Delaware County,40041,-94.808206,36.393369,"41,487",792.311
OK Dewey County,40043,-99.014094,35.978433,"4,810","1,008.236"
OK Ellis County,40045,-99.750139,36.224258,"4,151","1,231.883"
OK Garfield County,40047,-97.787729,36.378273,"60,580","1,060.065"
OK Garvin County,40049,-97.312723,34.70935,"27,576",813.689
OK Grady County,40051,-97.88689,35.021058,"52,431","1,104.900"
OK Grant County,40053,-97.788151,36.788254,"4,527","1,003.582"
OK Greer County,40055,-99.552968,34.935263,"6,239",643.632
OK Harmon County,40057,-99.844194,34.745971,"2,922",538.661
OK Harper County,40059,-99.662842,36.800456,"3,685","1,041.048"
OK Haskell County,40061,-95.109578,35.232294,"12,769",625.273
OK Hughes County,40063,-96.251183,35.052934,"14,003",814.881
OK Jackson County,40065,-99.41221,34.593949,"26,446",804.240
OK Jefferson County,40067,-97.838814,34.105092,"6,472",774.082
OK Johnston County,40069,-96.654255,34.313455,"10,957",658.245
OK Kay County,40071,-97.143755,36.814842,"46,562",944.966
OK Kingfisher County,40073,-97.934568,35.949431,"15,034",906.018
OK Kiowa County,40075,-98.981617,34.921489,"9,446","1,030.702"
OK Latimer County,40077,-95.272263,34.875137,"11,154",729.113
OK Le Flore County,40079,-94.703491,34.899642,"50,384","1,608.526"
OK Lincoln County,40081,-96.881392,35.703118,"34,273",965.679
OK Logan County,40083,-97.450764,35.914151,"41,848",748.825
OK Love County,40085,-97.245124,33.957775,"9,423",532.394
OK Mcclain County,40087,-97.449811,35.016414,"34,506",580.253
OK Mccurtain County,40089,-94.766086,34.117073,"33,151","1,902.375"
OK Mcintosh County,40091,-95.671764,35.369092,"20,252",712.286
OK Major County,40093,-98.542015,36.313119,"7,527",957.942
OK Marshall County,40095,-96.770533,34.027007,"15,840",426.935
OK Mayes County,40097,-95.235638,36.303804,"41,259",683.512
OK Murray County,40099,-97.071557,34.485766,"13,488",425.094
OK Muskogee County,40101,-95.383911,35.617551,"70,990",839.779
OK Noble County,40103,-97.236335,36.384901,"11,561",742.536
OK Nowata County,40105,-95.613312,36.789615,"10,536",580.785
OK Okfuskee County,40107,-96.327762,35.466804,"12,191",628.870
OK Oklahoma County,40109,-97.409401,35.554611,"718,633",718.373
OK Okmulgee County,40111,-95.96458,35.646879,"40,069",702.335
OK Osage County,40113,-96.408385,36.62468,"47,472","2,303.974"
OK Ottawa County,40115,-94.802681,36.835764,"31,848",484.608
OK Pawnee County,40117,-96.696669,36.313704,"16,577",594.765
OK Payne County,40119,-96.975255,36.079225,"77,350",696.973
OK Pittsburg County,40121,-95.74813,34.92554,"45,837","1,377.826"
OK Pontotoc County,40123,-96.692738,34.721071,"37,492",725.225
OK Pottawatomie County,40125,-96.957007,35.211393,"69,442",793.403
OK Pushmataha County,40127,-95.408085,34.377896,"11,572","1,422.858"
OK Roger Mills County,40129,-99.741572,35.708554,"3,647","1,146.424"
OK Rogers County,40131,-95.601337,36.378082,"86,905",711.497
OK Seminole County,40133,-96.602858,35.158366,"25,482",640.474
OK Sequoyah County,40135,-94.750757,35.502435,"42,391",714.152
OK Stephens County,40137,-97.855607,34.481361,"45,048",891.363
OK Texas County,40139,-101.488434,36.741964,"20,640","2,048.680"
OK Tillman County,40141,-98.931701,34.371085,"7,992",879.201
OK Tulsa County,40143,-95.941731,36.120121,"603,403",587.018
OK Wagoner County,40145,-95.5141,35.963479,"73,085",590.676
OK Washington County,40147,-95.906155,36.70438,"50,976",424.268
OK Washita County,40149,-98.991962,35.290177,"11,629","1,008.796"
OK Woods County,40151,-98.868967,36.765141,"8,878","1,289.964"
OK Woodward County,40153,-99.273661,36.425619,"20,081","1,246.142"
OR Baker County,41001,-117.691933,44.703427,"16,134","3,088.369"
OR Benton County,41003,-123.426317,44.490623,"85,579",678.612
OR Clackamas County,41005,-122.195127,45.160493,"375,992","1,882.611"
OR Clatsop County,41007,-123.705014,46.024509,"37,039","1,084.383"
OR Columbia County,41009,-123.081079,45.941932,"49,351",688.330
OR Coos County,41011,-124.092557,43.184193,"63,043","1,806.363"
OR Crook County,41013,-120.371585,44.163054,"20,978","2,987.269"
OR Curry County,41015,-124.211407,42.466671,"22,364","1,988.345"
OR Deschutes County,41017,-121.225575,43.915118,"157,733","3,054.768"
OR Douglas County,41019,-123.15438,43.285904,"107,667","5,133.767"
OR Gilliam County,41021,-120.211851,45.381666,"1,871","1,222.840"
OR Grant County,41023,-119.014057,44.496326,"7,445","4,529.272"
OR Harney County,41025,-118.985949,43.064355,"7,422","10,226.411"
OR Hood River County,41027,-121.655976,45.511775,"22,346",533.187
OR Jackson County,41029,-122.675797,42.411782,"203,206","2,801.649"
OR Jefferson County,41031,-121.183021,44.64379,"21,720","1,790.913"
OR Josephine County,41033,-123.597245,42.385382,"82,713","1,641.847"
OR Klamath County,41035,-121.646168,42.683761,"66,380","6,135.549"
OR Lake County,41037,-120.38979,42.788401,"7,895","8,358.258"
OR Lane County,41039,-122.897678,43.928276,"351,715","4,721.865"
OR Lincoln County,41041,-123.911183,44.641076,"46,034","1,193.783"
OR Linn County,41043,-122.543756,44.494824,"116,672","2,308.961"
OR Malheur County,41045,-117.603976,43.1877,"31,313","9,929.700"
OR Marion County,41047,-122.57626,44.900898,"315,335","1,192.505"
OR Morrow County,41049,-119.602311,45.425496,"11,173","2,048.512"
OR Multnomah County,41051,-122.417173,45.547693,"735,334",465.603
OR Polk County,41053,-123.397329,44.904395,"75,403",743.914
OR Sherman County,41055,-120.678512,45.399216,"1,765",831.186
OR Tillamook County,41057,-123.759327,45.455743,"25,250","1,332.763"
OR Umatilla County,41059,-118.73388,45.5912,"75,889","3,231.406"
OR Union County,41061,-117.999136,45.304047,"25,748","2,038.535"
OR Wallowa County,41063,-117.18558,45.593753,"7,008","3,151.671"
OR Wasco County,41065,-121.165069,45.164536,"25,213","2,395.398"
OR Washington County,41067,-123.097615,45.553542,"529,710",726.420
OR Wheeler County,41069,-120.026875,44.736411,"1,441","1,715.229"
OR Yamhill County,41071,-123.316117,45.248138,"99,193",718.343
PA Adams County,42001,-77.21773,39.869471,"101,407",521.788
PA Allegheny County,42003,-79.98092,40.46892,"1,223,348",744.523
PA Armstrong County,42005,-79.464128,40.812379,"68,941",663.843
PA Beaver County,42007,-80.350721,40.68414,"170,539",444.043
PA Bedford County,42009,-78.48998,39.997115,"49,762","1,016.905"
PA Berks County,42011,-75.92686,40.413957,"411,442",865.755
PA Blair County,42013,-78.31064,40.497926,"127,089",527.069
PA Bradford County,42015,-76.502124,41.791495,"62,622","1,161.019"
PA Bucks County,42017,-75.10706,40.336887,"625,249",621.874
PA Butler County,42019,-79.91896,40.913834,"183,862",794.751
PA Cambria County,42021,-78.715284,40.494127,"143,679",693.633
PA Cameron County,42023,-78.198315,41.438289,"5,085",398.418
PA Carbon County,42025,-75.709428,40.917833,"65,249",387.387
PA Centre County,42027,-77.84783,40.90916,"153,990","1,112.963"
PA Chester County,42029,-75.749732,39.973965,"498,886",759.235
PA Clarion County,42031,-79.420404,41.198239,"39,988",609.844
PA Clearfield County,42033,-78.473749,41.000249,"81,642","1,153.963"
PA Clinton County,42035,-77.649141,41.245301,"39,238",896.933
PA Columbia County,42037,-76.40426,41.045517,"67,295",490.159
PA Crawford County,42039,-80.107811,41.68684,"88,765","1,037.515"
PA Cumberland County,42041,-77.26344,40.164782,"235,406",550.302
PA Dauphin County,42043,-76.792634,40.412565,"268,100",558.178
PA Delaware County,42045,-75.398786,39.91667,"558,979",190.603
PA Elk County,42047,-78.653938,41.427334,"31,946",832.307
PA Erie County,42049,-80.096386,42.117952,"280,566","1,558.231"
PA Fayette County,42051,-79.644586,39.914115,"136,606",798.310
PA Forest County,42053,-79.249705,41.513304,"7,716",430.496
PA Franklin County,42055,-77.724485,39.926686,"149,618",772.821
PA Fulton County,42057,-78.122617,39.910751,"14,845",438.055
PA Greene County,42059,-80.225694,39.848983,"38,686",577.978
PA Huntingdon County,42061,-77.968584,40.422321,"45,913",889.266
PA Indiana County,42063,-79.087545,40.651432,"88,880",834.294
PA Jefferson County,42065,-78.999044,41.130287,"45,200",656.801
PA Juniata County,42067,-77.400438,40.530673,"24,636",393.515
PA Lackawanna County,42069,-75.609587,41.44025,"214,437",464.910
PA Lancaster County,42071,-76.250198,40.041992,"519,445",983.803
PA Lawrence County,42073,-80.334446,40.992735,"91,108",362.715
PA Lebanon County,42075,-76.458009,40.367344,"133,568",362.499
PA Lehigh County,42077,-75.590627,40.614241,"349,497",348.239
PA Luzerne County,42079,-75.976035,41.172787,"320,918",906.265
PA Lycoming County,42081,-77.055253,41.343624,"116,111","1,243.835"
PA Mckean County,42083,-78.572463,41.81459,"43,450",984.219
PA Mercer County,42085,-80.252786,41.300014,"116,638",682.605
PA Mifflin County,42087,-77.620661,40.61189,"46,682",414.716
PA Monroe County,42089,-75.329037,41.056233,"169,842",617.259
PA Montgomery County,42091,-75.370201,40.209999,"799,874",487.195
PA Montour County,42093,-76.665259,41.029261,"18,267",132.330
PA Northampton County,42095,-75.307447,40.752791,"297,735",377.396
PA Northumberland County,42097,-76.709877,40.851524,"94,528",477.525
PA Perry County,42099,-77.266328,40.39778,"45,969",555.537
PA Philadelphia County,42101,-75.133346,40.009376,"1,526,006",142.707
PA Pike County,42103,-75.031514,41.325949,"57,369",566.850
PA Potter County,42105,-77.894735,41.748222,"17,457","1,081.539"
PA Schuylkill County,42107,-76.2178,40.70369,"148,289",782.815
PA Snyder County,42109,-77.072954,40.755348,"39,702",331.521
PA Somerset County,42111,-79.028486,39.981297,"77,742","1,080.932"
PA Sullivan County,42113,-76.511525,41.43979,"6,428",452.495
PA Susquehanna County,42115,-75.800969,41.819665,"43,356",832.143
PA Tioga County,42117,-77.257288,41.766859,"41,981","1,136.966"
PA Union County,42119,-77.055475,40.962179,"44,947",317.777
PA Venango County,42121,-79.754418,41.40198,"54,984",682.836
PA Warren County,42123,-79.313173,41.843669,"41,815",898.563
PA Washington County,42125,-80.252132,40.200005,"207,820",860.907
PA Wayne County,42127,-75.292485,41.646589,"52,822",750.615
PA Westmoreland County,42129,-79.466688,40.311068,"365,169","1,036.074"
PA Wyoming County,42131,-76.00878,41.525137,"28,276",405.054
PA York County,42133,-76.728446,39.921839,"434,972",910.722
RI Bristol [6] County,44001,-71.285053,41.705271,"49,875",44.750
RI Kent [6] County,44003,-71.576314,41.67775,"166,158",188.123
RI Newport [6] County,44005,-71.284063,41.502732,"82,888",313.594
RI Providence [6] County,44007,-71.578242,41.870488,"626,667",435.656
RI Washington [6] County,44009,-71.617612,41.401162,"126,979",562.764
SC Abbeville County,45001,-82.46046,34.213809,"25,417",510.992
